"caseid","age_a","marstat","reldlife","religion","samesex","intvwyear","lifprtnr","timesmar","attnd14","fmarit","gayadopt","lifeprt","sxok18","staytog","prvntdiv","achieve"
867,43,3,2,2,1,2002,3,1,NA,2,3,3,3,5,NA,2
11102,40,1,1,3,2,2002,5,1,NA,1,2,5,3,2,NA,3
1699,29,6,1,3,4,2002,2,NA,NA,5,2,2,2,2,NA,4
6553,30,6,1,3,4,2002,11,NA,NA,5,4,11,2,4,NA,4
1705,28,6,NA,1,2,2002,5,NA,NA,5,3,5,3,2,NA,3
10150,21,1,1,3,2,2002,2,1,3,1,3,2,2,2,NA,3
3116,18,6,2,3,3,2002,3,NA,4,5,3,3,2,3,NA,3
11372,24,6,2,3,4,2002,4,NA,2,5,4,4,1,1,NA,3
7804,28,6,1,4,3,2002,6,NA,NA,5,2,6,3,3,NA,3
2966,43,6,1,3,4,2002,12,NA,NA,5,3,12,3,3,NA,2
10380,22,6,2,4,2,2002,22,NA,4,5,2,22,2,2,NA,4
8639,42,1,1,3,3,2002,10,2,NA,1,3,10,2,4,NA,3
10729,30,6,NA,1,4,2002,15,NA,NA,5,4,15,2,3,NA,2
6637,32,6,1,2,2,2002,6,NA,NA,5,1,6,3,1,NA,2
3159,44,6,1,3,2,2002,12,NA,NA,5,2,12,3,2,NA,3
3218,36,6,1,3,2,2002,2,NA,NA,5,2,2,3,2,NA,3
4027,34,6,NA,1,4,2002,5,NA,NA,5,3,5,4,2,NA,3
9466,34,6,1,3,3,2002,10,NA,NA,5,1,10,3,4,NA,4
132,43,6,1,3,2,2002,15,NA,NA,5,2,15,3,3,NA,3
1153,34,2,2,3,2,2002,20,NA,NA,5,3,20,3,2,NA,4
9634,36,5,1,2,5,2002,10,1,NA,4,1,10,3,2,NA,4
6964,26,6,1,3,2,2002,1,NA,NA,5,2,1,2,2,NA,4
6268,36,4,1,3,3,2002,6,1,NA,3,3,6,3,3,NA,3
710,34,6,2,3,4,2002,12,NA,NA,5,3,12,3,2,NA,3
3003,22,6,1,3,2,2002,9,NA,1,5,2,9,2,3,NA,3
12010,21,6,NA,1,2,2002,6,NA,2,5,1,6,3,1,NA,4
8934,33,6,1,3,4,2002,4,NA,NA,5,2,4,3,4,NA,2
10926,33,6,1,3,3,2002,10,NA,NA,5,2,10,2,1,NA,3
8865,30,1,NA,1,4,2002,1,1,NA,1,4,1,2,3,NA,3
11776,33,6,1,3,3,2002,1,NA,NA,5,2,999,3,3,NA,3
1575,39,1,1,3,4,2002,3,1,NA,1,4,3,4,4,NA,2
2033,27,6,2,3,2,2002,5,NA,NA,5,2,5,2,3,NA,4
6266,15,6,1,3,4,2002,2,NA,1,5,4,2,2,3,NA,4
10168,37,6,1,3,1,2002,6,NA,NA,5,2,6,3,3,NA,4
1906,22,6,1,3,2,2002,8,NA,2,5,3,8,2,3,NA,4
7504,19,6,1,3,2,2002,0,NA,2,5,2,NA,2,3,NA,4
494,26,6,1,3,4,2002,3,NA,NA,5,4,3,4,3,NA,4
6403,17,6,1,4,3,2002,0,NA,4,5,2,NA,2,1,NA,3
3111,25,2,NA,1,3,2002,4,NA,NA,5,3,4,3,3,NA,3
7001,19,6,1,3,3,2002,3,NA,4,5,2,3,2,3,NA,3
9668,26,2,2,3,2,2002,5,NA,NA,5,3,5,2,3,NA,3
9900,31,4,1,3,3,2002,5,1,NA,3,3,5,3,2,NA,3
10821,30,4,1,2,3,2002,3,1,NA,3,3,3,2,2,NA,1
1581,17,6,1,4,3,2002,0,NA,5,5,2,NA,2,1,NA,3
8255,29,1,3,2,2,2002,9,1,NA,1,2,9,2,2,NA,4
1570,31,1,2,2,3,2002,1,1,NA,1,3,1,3,3,NA,2
8783,30,1,1,3,3,2002,3,1,NA,1,2,3,3,3,NA,3
4628,22,6,1,3,3,2002,17,NA,1,5,3,17,2,3,NA,4
3249,30,6,1,3,3,2002,12,NA,NA,5,2,12,2,2,NA,3
7756,26,6,1,3,5,2002,2,NA,NA,5,2,2,3,3,NA,4
1062,41,1,1,3,3,2002,1,1,NA,1,2,1,2,2,NA,3
10072,39,4,1,2,1,2002,6,1,NA,3,1,6,3,3,NA,3
8075,43,6,1,2,4,2002,5,NA,NA,5,1,5,2,1,NA,1
5513,26,1,1,3,3,2002,1,1,NA,1,3,1,2,5,NA,2
11105,25,1,1,3,3,2002,3,1,NA,1,2,3,3,2,NA,3
11078,35,6,1,3,4,2002,10,NA,NA,5,3,10,3,1,NA,3
8650,38,6,1,3,3,2002,20,NA,NA,5,2,20,2,3,NA,2
7934,29,6,1,3,4,2002,5,NA,NA,5,3,5,2,2,NA,4
11032,31,1,1,3,3,2002,3,1,NA,1,3,3,3,3,NA,3
12240,24,6,1,3,4,2002,1,NA,5,5,4,1,4,4,NA,2
952,15,6,2,3,2,2002,1,NA,3,5,1,1,2,2,NA,4
4893,33,6,1,3,4,2002,2,NA,NA,5,3,2,3,3,NA,1
897,24,1,1,4,3,2002,1,1,4,1,5,1,3,3,NA,2
3597,15,6,1,3,3,2002,0,NA,2,5,2,NA,3,3,NA,4
2155,37,6,1,3,4,2002,5,NA,NA,5,4,5,4,3,NA,2
3770,35,1,NA,1,3,2002,5,1,NA,1,2,5,3,3,NA,3
3529,41,6,1,3,4,2002,8,NA,NA,5,4,8,4,2,NA,4
5535,31,6,NA,1,4,2002,1,NA,NA,5,3,1,3,2,NA,4
6764,31,6,NA,1,4,2002,3,NA,NA,5,4,3,5,4,NA,5
6967,29,6,1,3,2,2002,4,NA,NA,5,2,4,3,2,NA,2
5703,23,2,1,3,3,2002,15,NA,4,5,3,15,3,2,NA,5
9447,37,6,1,3,4,2002,0,NA,NA,5,4,NA,4,4,NA,1
12226,43,6,1,3,3,2002,6,NA,NA,5,4,6,3,2,NA,3
2165,37,1,1,2,2,2002,6,1,NA,1,2,6,4,1,NA,2
3486,29,2,NA,1,2,2002,4,NA,NA,5,1,4,2,4,NA,3
10160,20,6,2,3,2,2002,3,NA,2,5,2,3,2,2,NA,2
11988,25,5,1,3,4,2002,4,1,NA,4,3,4,3,3,NA,2
3803,28,6,1,2,3,2002,3,NA,NA,5,3,3,3,2,NA,3
2985,28,2,2,3,2,2002,8,NA,NA,5,2,8,3,2,NA,3
2005,40,5,2,3,3,2002,5,1,NA,4,2,5,2,3,NA,3
8841,25,6,1,3,2,2002,8,NA,NA,5,1,8,3,4,NA,3
11377,29,6,NA,1,4,2002,2,NA,NA,5,2,2,3,1,NA,3
4910,28,6,2,3,4,2002,3,NA,NA,5,3,3,3,2,NA,3
4689,27,1,3,2,3,2002,1,1,NA,1,9,1,3,2,NA,3
1053,25,1,1,2,2,2002,1,1,NA,1,3,1,3,2,NA,2
3751,38,1,1,4,4,2002,1,1,NA,1,4,1,3,3,NA,1
2969,23,6,1,4,2,2002,0,NA,2,5,2,NA,3,1,NA,2
3217,44,1,1,4,2,2002,1,1,NA,1,4,1,3,3,NA,2
7278,42,1,1,4,3,2002,6,1,NA,1,3,6,2,1,NA,2
5921,23,6,NA,1,1,2002,2,NA,3,5,1,2,1,2,NA,4
6607,42,1,2,2,2,2002,1,1,NA,1,2,1,2,2,NA,5
9184,33,1,2,2,4,2002,2,1,NA,1,2,2,2,3,NA,3
3042,16,6,2,2,3,2002,1,NA,4,5,4,1,1,2,NA,3
3898,32,1,3,2,2,2002,8,1,NA,1,2,8,2,2,NA,3
7835,40,1,3,3,2,2002,1,1,NA,1,1,1,3,3,NA,3
9577,41,1,2,2,2,2002,5,1,NA,1,1,5,2,2,NA,4
2425,36,1,3,2,5,2002,2,1,NA,1,2,2,2,2,NA,2
8704,31,5,2,3,5,2002,8,1,NA,4,2,8,2,3,NA,2
10518,35,5,2,2,3,2002,7,1,NA,4,3,7,2,1,NA,1
4136,35,1,1,2,4,2002,1,1,NA,1,3,1,3,3,NA,2
863,41,6,2,4,3,2002,12,NA,NA,5,3,12,4,2,NA,2
12058,25,6,2,2,2,2002,0,NA,NA,5,2,NA,1,2,NA,4
3503,36,1,1,3,4,2002,2,98,NA,1,4,2,4,3,NA,3
1923,35,5,1,2,3,2002,3,1,NA,4,2,3,2,3,NA,3
10789,19,6,1,2,4,2002,3,NA,2,5,4,3,2,2,NA,3
12127,32,1,2,2,1,2002,4,1,NA,1,1,4,2,1,NA,4
10634,20,6,3,3,1,2002,0,NA,5,5,1,NA,2,2,NA,4
3627,22,6,1,3,2,2002,1,NA,4,5,5,1,2,2,NA,4
7576,18,6,1,3,4,2002,0,NA,1,5,4,NA,4,3,NA,3
4212,27,2,NA,1,2,2002,5,NA,NA,5,1,999,2,4,NA,4
471,15,6,2,4,2,2002,0,NA,4,5,1,NA,2,1,NA,3
2272,39,2,1,2,2,2002,3,1,NA,3,3,3,2,2,NA,3
10876,27,6,3,2,2,2002,3,NA,NA,5,2,3,2,4,NA,4
6307,27,1,1,4,2,2002,1,1,NA,1,2,1,3,2,NA,4
3556,43,5,2,2,5,2002,1,1,NA,4,2,998,2,2,NA,3
8644,31,4,2,2,3,2002,10,1,NA,3,3,999,2,3,NA,2
11600,21,6,1,4,2,2002,1,NA,2,5,3,1,2,3,NA,2
7410,44,1,2,2,2,2002,4,1,NA,1,5,4,2,2,NA,2
562,30,1,1,3,4,2002,7,1,NA,1,4,7,4,4,NA,2
8831,31,1,1,3,5,2002,7,1,NA,1,5,7,2,3,NA,5
5994,19,6,1,4,3,2002,0,NA,1,5,3,NA,3,3,NA,2
2551,32,6,1,3,4,2002,6,NA,NA,5,3,6,3,4,NA,3
4214,37,1,1,2,3,2002,8,1,NA,1,3,8,2,3,NA,3
2805,22,6,2,3,5,2002,5,NA,4,5,4,5,1,3,NA,3
11299,41,1,1,3,3,2002,1,1,NA,1,2,1,3,4,NA,2
3820,43,1,2,3,3,2002,1,1,NA,1,3,1,2,2,NA,3
2447,20,2,1,3,4,2002,8,NA,1,5,3,8,3,4,NA,2
8624,26,6,2,3,3,2002,20,NA,NA,5,3,20,3,3,NA,3
6415,43,4,3,2,2,2002,20,1,NA,3,2,20,2,3,NA,4
11590,33,6,1,3,5,2002,20,NA,NA,5,2,20,3,3,NA,3
5775,40,5,1,3,4,2002,3,1,NA,4,2,3,4,2,NA,2
12079,30,4,1,3,3,2002,13,1,NA,3,2,13,3,3,NA,3
5957,17,6,2,2,4,2002,5,NA,3,5,2,5,2,4,NA,4
7280,40,1,3,2,2,2002,5,2,NA,1,2,5,2,2,NA,2
436,30,1,3,3,2,2002,2,1,NA,1,2,2,2,2,NA,4
4722,25,6,2,2,2,2002,10,NA,NA,5,2,999,2,2,NA,3
2647,22,6,1,2,3,2002,1,NA,2,5,2,1,5,2,NA,2
7082,20,6,1,2,5,2002,0,NA,2,5,2,NA,3,4,NA,4
2703,35,1,2,3,4,2002,30,2,NA,1,4,30,3,2,NA,4
11194,19,6,2,2,1,2002,1,NA,4,5,2,1,2,4,NA,3
9822,19,6,3,2,2,2002,2,NA,2,5,2,2,2,3,NA,3
6411,19,6,2,2,5,2002,0,NA,4,5,2,NA,2,2,NA,2
5575,18,6,1,2,2,2002,4,NA,4,5,3,4,2,3,NA,2
699,16,6,2,2,2,2002,0,NA,4,5,2,NA,2,2,NA,3
9929,20,1,2,2,3,2002,1,1,4,1,5,1,2,4,NA,3
5242,30,6,1,2,2,2002,2,NA,NA,5,3,2,2,2,NA,9
12480,42,4,NA,1,2,2002,12,1,NA,3,3,12,2,1,NA,3
1981,29,6,3,2,2,2002,8,NA,NA,5,1,8,2,3,NA,1
8019,28,1,1,2,2,2002,1,1,NA,1,2,1,2,3,NA,3
6240,28,1,2,4,3,2002,2,1,NA,1,3,2,3,3,NA,4
10524,42,1,1,2,2,2002,15,2,NA,1,2,15,2,2,NA,3
8534,42,1,2,4,3,2002,3,1,NA,1,3,3,2,2,NA,2
11141,16,6,3,2,3,2002,0,NA,4,5,3,NA,4,3,NA,2
1,44,1,2,2,3,2002,5,1,NA,1,3,5,3,3,NA,2
10746,17,6,2,3,2,2002,1,NA,4,5,2,1,2,2,NA,3
701,37,1,1,2,2,2002,1,1,NA,1,2,1,2,2,NA,3
10078,33,1,1,2,2,2002,1,1,NA,1,1,1,2,4,NA,4
590,34,1,1,2,2,2002,1,1,NA,1,3,1,3,2,NA,3
4522,40,1,1,2,4,2002,10,1,NA,1,4,10,4,4,NA,5
4446,43,1,2,3,1,2002,9,1,NA,1,1,9,2,2,NA,4
9865,15,6,2,2,2,2002,0,NA,2,5,2,NA,2,3,NA,3
10120,44,1,2,4,1,2002,10,1,NA,1,1,10,2,1,NA,4
10791,35,6,NA,1,1,2002,1,NA,NA,5,1,1,3,3,NA,4
4644,25,6,1,3,2,2002,0,NA,NA,5,2,NA,2,2,NA,3
5581,27,6,1,3,5,2002,6,NA,NA,5,2,6,5,3,NA,3
1134,27,1,1,3,4,2002,6,1,NA,1,3,6,4,3,NA,1
7554,44,4,1,3,3,2002,8,1,NA,3,2,8,2,1,NA,2
12464,21,2,1,3,3,2002,2,NA,2,5,2,2,2,2,NA,2
7413,21,6,1,3,2,2002,1,NA,1,5,2,1,2,2,NA,2
5347,41,1,1,3,2,2002,4,1,NA,1,2,4,2,2,NA,3
8728,34,1,1,3,3,2002,5,1,NA,1,3,5,3,3,NA,2
8562,30,6,2,3,1,2002,6,NA,NA,5,2,6,2,3,NA,4
5672,18,6,2,3,2,2002,1,NA,1,5,1,1,2,3,NA,4
256,33,6,1,3,2,2002,6,NA,NA,5,2,6,2,4,NA,2
32,20,6,2,3,4,2002,6,NA,1,5,4,6,2,3,NA,2
3034,16,6,2,3,2,2002,6,NA,1,5,1,6,1,3,NA,2
4984,23,1,2,3,3,2002,3,1,2,1,1,3,1,2,NA,4
2769,44,6,2,3,4,2002,9,NA,NA,5,1,9,2,2,NA,4
11991,40,6,1,3,3,2002,3,NA,NA,5,2,3,3,2,NA,3
3037,34,1,2,3,4,2002,3,1,NA,1,3,3,3,4,NA,3
8018,42,2,2,3,3,2002,10,NA,NA,5,1,10,4,3,NA,3
1211,32,6,1,3,2,2002,5,NA,NA,5,2,5,3,3,NA,3
6645,36,4,2,2,2,2002,3,1,NA,3,2,3,2,2,NA,3
4436,16,6,1,3,2,2002,0,NA,1,5,2,NA,2,2,NA,3
4961,19,6,1,3,2,2002,1,NA,1,5,2,1,2,2,NA,3
9472,43,6,1,3,4,2002,6,NA,NA,5,2,6,4,3,NA,3
1709,36,6,2,2,4,2002,15,NA,NA,5,4,15,4,2,NA,9
11398,30,1,2,2,2,2002,7,1,NA,1,1,7,1,3,NA,4
11327,32,6,2,2,2,2002,3,NA,NA,5,2,3,2,1,NA,3
4655,30,5,2,2,3,2002,5,1,NA,4,1,5,5,5,NA,3
6270,42,4,NA,1,2,2002,7,1,NA,3,2,7,2,2,NA,2
1145,37,5,NA,1,4,2002,8,1,NA,4,4,8,1,2,NA,3
2560,30,1,1,2,4,2002,1,1,NA,1,4,1,2,4,NA,1
11047,24,6,3,3,1,2002,10,NA,5,5,1,10,2,3,NA,4
7286,22,6,2,2,1,2002,1,NA,2,5,2,1,3,4,NA,3
3530,24,6,3,2,4,2002,3,NA,5,5,5,3,2,3,NA,3
1419,39,5,1,4,2,2002,7,1,NA,4,5,7,2,1,NA,3
2133,23,2,1,2,4,2002,2,NA,3,5,4,2,4,2,NA,2
8365,18,6,1,2,2,2002,1,NA,5,5,2,1,1,1,NA,4
6530,15,6,1,3,3,2002,0,NA,2,5,2,NA,3,3,NA,3
508,25,1,1,2,5,2002,1,1,NA,1,2,1,2,3,NA,3
5791,25,1,1,2,3,2002,5,1,NA,1,3,5,2,2,NA,3
614,42,1,1,2,3,2002,5,1,NA,1,2,5,2,3,NA,3
5890,23,1,NA,1,2,2002,3,1,5,1,1,3,1,1,NA,3
10533,17,6,2,2,4,2002,1,NA,2,5,4,1,2,3,NA,3
7198,32,6,1,3,4,2002,2,NA,NA,5,4,2,4,2,NA,1
11214,16,6,1,2,4,2002,0,NA,2,5,2,NA,2,1,NA,3
40,15,6,1,2,4,2002,0,NA,4,5,2,NA,4,3,NA,1
956,15,6,1,2,3,2002,0,NA,2,5,3,NA,2,3,NA,2
1101,40,1,1,2,2,2002,2,1,NA,1,1,2,4,1,NA,1
8867,30,5,2,2,5,2002,5,1,NA,4,1,5,1,1,NA,4
2595,25,1,1,2,2,2002,3,1,NA,1,2,3,2,2,NA,2
6748,30,1,2,2,2,2002,1,1,NA,1,3,1,3,3,NA,3
4051,17,6,1,3,4,2002,0,NA,1,5,4,NA,3,4,NA,2
2031,27,1,1,2,3,2002,2,1,NA,1,2,2,2,3,NA,2
502,17,6,1,3,3,2002,0,NA,2,5,2,NA,2,4,NA,4
5893,24,2,1,2,9,2002,4,NA,2,5,2,4,3,2,NA,2
8454,40,1,1,3,5,2002,7,2,NA,1,1,7,2,1,NA,4
7807,42,1,2,2,4,2002,2,2,NA,1,4,2,4,2,NA,1
11780,26,6,NA,1,1,2002,0,NA,NA,5,1,NA,1,1,NA,4
9098,17,6,2,2,2,2002,0,NA,3,5,2,NA,2,3,NA,4
10985,16,6,1,3,3,2002,0,NA,1,5,3,NA,3,3,NA,3
1068,39,1,2,3,3,2002,1,1,NA,1,2,1,2,3,NA,4
1733,32,1,1,2,4,2002,3,1,NA,1,4,3,4,4,NA,1
8126,44,4,2,2,3,2002,3,1,NA,3,2,3,3,3,NA,3
1722,41,1,1,2,3,2002,1,1,NA,1,3,1,4,3,NA,1
9681,23,6,2,2,2,2002,4,NA,4,5,2,4,2,1,NA,4
4630,20,6,2,2,2,2002,2,NA,1,5,2,2,1,3,NA,3
7071,16,6,2,2,2,2002,1,NA,4,5,1,1,2,2,NA,3
289,16,6,2,2,5,2002,0,NA,2,5,3,NA,3,2,NA,4
8866,40,1,1,3,3,2002,1,1,NA,1,2,1,3,2,NA,5
948,42,5,1,3,3,2002,1,1,NA,4,4,1,3,2,NA,2
7932,35,6,1,2,3,2002,3,NA,NA,5,2,3,2,3,NA,3
11208,16,6,1,2,3,2002,0,NA,4,5,2,NA,3,2,NA,3
4166,15,6,1,3,4,2002,0,NA,1,5,3,NA,4,3,NA,2
1314,41,2,2,2,3,2002,10,3,NA,3,3,10,2,3,NA,2
11693,29,1,1,2,5,2002,4,1,NA,1,5,4,2,3,NA,3
8393,38,5,1,3,3,2002,3,1,NA,4,1,3,4,2,NA,2
12481,15,6,2,2,3,2002,0,NA,2,5,2,NA,2,2,NA,3
2962,24,1,3,2,2,2002,2,1,2,1,1,2,2,2,NA,4
5085,28,6,2,2,2,2002,2,NA,NA,5,2,2,2,3,NA,3
10466,44,4,1,3,3,2002,4,1,NA,3,2,4,3,1,NA,2
4097,41,1,1,3,4,2002,6,3,NA,1,2,6,3,2,NA,3
10623,19,6,2,4,3,2002,10,NA,1,5,2,10,3,2,NA,1
6951,32,1,1,3,3,2002,3,1,NA,1,3,3,3,2,NA,3
2307,29,1,NA,1,3,2002,3,1,NA,1,2,3,2,3,NA,3
1165,44,6,1,2,4,2002,5,NA,NA,5,4,5,3,2,NA,3
10088,40,1,1,3,2,2002,5,1,NA,1,2,5,3,3,NA,4
760,28,1,1,3,3,2002,3,1,NA,1,3,3,3,2,NA,3
2202,34,6,1,3,3,2002,12,NA,NA,5,3,12,3,4,NA,4
11142,43,1,1,3,4,2002,1,1,NA,1,4,1,3,2,NA,3
178,16,6,NA,1,1,2002,0,NA,5,5,1,NA,2,1,NA,4
6045,20,6,1,2,2,2002,5,NA,2,5,1,998,2,2,NA,4
4805,35,5,1,3,3,2002,5,1,NA,4,2,5,2,2,NA,2
992,35,6,1,3,3,2002,8,NA,NA,5,2,8,2,2,NA,3
8049,22,6,1,3,2,2002,5,NA,3,5,2,5,2,4,NA,4
1694,35,1,NA,1,2,2002,1,1,NA,1,2,1,3,2,NA,4
10824,38,1,1,3,3,2002,2,1,NA,1,2,2,2,3,NA,3
8913,30,1,1,2,2,2002,6,1,NA,1,2,6,2,2,NA,3
6556,39,6,1,2,1,2002,0,NA,NA,5,1,NA,2,3,NA,3
10265,25,6,2,2,2,2002,4,NA,NA,5,2,4,2,2,NA,3
1505,24,1,2,2,2,2002,1,1,2,1,2,1,3,3,NA,3
10319,17,6,2,2,2,2002,0,NA,2,5,1,NA,2,3,NA,2
12484,15,6,1,2,3,2002,0,NA,1,5,5,NA,4,3,NA,5
9006,20,6,2,2,4,2002,0,NA,3,5,2,NA,4,3,NA,4
7806,25,6,1,4,5,2002,0,NA,NA,5,2,NA,5,5,NA,4
11684,32,1,2,2,2,2002,4,1,NA,1,1,4,2,5,NA,3
3194,39,1,2,4,4,2002,10,3,NA,1,2,10,3,2,NA,2
3510,15,6,2,2,3,2002,0,NA,2,5,2,NA,4,3,NA,3
4597,16,6,2,4,2,2002,0,NA,2,5,2,NA,3,3,NA,3
4548,29,6,1,4,3,2002,4,NA,NA,5,5,4,3,2,NA,5
5809,41,4,1,3,4,2002,4,2,NA,3,4,4,4,2,NA,2
6602,21,6,1,3,4,2002,0,NA,1,5,3,NA,4,3,NA,2
4386,41,6,2,2,2,2002,0,NA,NA,5,3,NA,3,3,NA,3
12188,25,6,1,2,2,2002,8,NA,NA,5,5,8,2,2,NA,4
7226,43,4,2,2,3,2002,4,2,NA,3,3,4,4,1,NA,4
10279,22,4,3,3,2,2002,3,1,4,3,2,3,3,3,NA,3
5522,42,6,1,3,4,2002,0,NA,NA,5,3,NA,3,3,NA,2
12036,20,6,2,3,2,2002,2,NA,3,5,2,2,2,3,NA,3
6330,36,1,1,2,5,2002,3,1,NA,1,5,3,3,3,NA,1
10961,36,1,3,2,2,2002,25,1,NA,1,1,25,2,1,NA,3
9653,40,6,1,2,2,2002,20,NA,NA,5,3,999,3,3,NA,3
11454,29,1,2,4,4,2002,1,1,NA,1,4,1,4,4,NA,1
3913,42,1,1,2,8,2002,1,1,NA,1,8,998,8,5,NA,3
2292,44,1,1,2,2,2002,3,1,NA,1,2,3,3,1,NA,2
11598,30,6,1,3,2,2002,20,NA,NA,5,5,20,3,4,NA,3
10134,42,1,1,3,4,2002,2,1,NA,1,4,2,3,2,NA,2
9830,33,1,2,2,2,2002,6,1,NA,1,5,6,3,3,NA,3
1364,41,1,1,3,1,2002,6,1,NA,1,1,6,2,2,NA,4
9949,40,1,2,4,2,2002,5,1,NA,1,2,5,3,5,NA,3
1578,22,6,NA,1,2,2002,4,NA,5,5,1,4,1,4,NA,4
12050,43,1,2,2,1,2002,2,1,NA,1,1,2,2,2,NA,2
8250,40,1,2,3,2,2002,3,2,NA,1,2,3,3,2,NA,1
2382,15,6,2,2,3,2002,0,NA,4,5,3,NA,3,3,NA,2
8135,31,1,1,3,3,2002,1,1,NA,1,4,1,4,4,NA,1
1494,31,6,2,3,3,2002,2,NA,NA,5,3,2,3,2,NA,1
11004,37,1,1,3,3,2002,1,1,NA,1,5,1,5,5,NA,3
6737,36,1,1,3,4,2002,4,1,NA,1,4,998,3,5,NA,3
12186,43,1,1,3,4,2002,3,1,NA,1,3,3,4,5,NA,2
7431,29,1,2,2,2,2002,2,1,NA,1,2,2,2,2,NA,4
9576,38,1,2,3,1,2002,8,1,NA,1,1,8,2,4,NA,4
5263,41,1,2,2,5,2002,3,1,NA,1,1,3,3,2,NA,3
398,35,6,3,3,5,2002,5,NA,NA,5,2,5,2,2,NA,1
1964,35,6,1,3,4,2002,10,NA,NA,5,1,10,2,3,NA,3
6144,29,6,1,3,3,2002,20,NA,NA,5,5,20,2,1,NA,3
4062,29,6,1,3,4,2002,5,NA,NA,5,4,5,4,3,NA,2
5528,20,6,2,3,4,2002,3,NA,2,5,3,3,2,2,NA,2
6065,38,1,1,3,3,2002,2,1,NA,1,3,2,2,3,NA,2
2730,30,6,1,3,3,2002,12,NA,NA,5,3,12,2,3,NA,3
11691,37,6,NA,1,3,2002,6,NA,NA,5,3,6,2,2,NA,2
6194,39,5,1,3,1,2002,5,2,NA,4,2,5,3,1,NA,3
9728,43,2,1,2,3,2002,3,2,NA,3,2,3,2,2,NA,4
1413,36,1,NA,1,1,2002,2,1,NA,1,2,2,3,1,NA,3
5857,40,5,1,3,2,2002,4,1,NA,4,1,4,2,2,NA,4
1140,26,6,1,3,4,2002,6,NA,NA,5,4,6,4,2,NA,1
9379,36,5,2,3,1,2002,17,1,NA,4,1,17,4,3,NA,2
1050,26,6,2,4,3,2002,8,NA,NA,5,3,8,2,2,NA,2
10049,18,6,1,3,3,2002,0,NA,3,5,2,NA,1,3,NA,2
3782,35,3,1,3,3,2002,1,1,NA,2,2,1,2,2,NA,2
9044,43,6,1,3,4,2002,5,NA,NA,5,4,5,3,4,NA,2
8826,22,2,2,2,2,2002,2,NA,2,5,2,2,2,3,NA,4
6340,30,6,1,2,3,2002,3,NA,NA,5,3,3,2,2,NA,2
6720,16,6,1,3,2,2002,4,NA,2,5,3,4,2,2,NA,2
12318,27,1,2,3,4,2002,31,1,NA,1,2,31,2,3,NA,3
2794,21,6,1,3,1,2002,0,NA,1,5,1,NA,2,1,NA,3
8033,20,6,1,3,1,2002,6,NA,3,5,2,6,2,2,NA,3
2555,17,6,1,3,2,2002,0,NA,1,5,2,NA,3,2,NA,3
2376,25,6,2,2,3,2002,2,NA,NA,5,3,2,3,3,NA,2
2443,27,6,1,3,4,2002,3,NA,NA,5,3,3,2,1,NA,3
9572,29,5,NA,1,3,2002,12,1,NA,4,1,12,2,1,NA,3
10153,21,2,1,3,3,2002,2,NA,5,5,2,2,2,3,NA,3
2733,41,2,1,3,4,2002,4,NA,NA,5,2,4,3,3,NA,4
8482,18,6,1,3,1,2002,4,NA,2,5,1,4,1,2,NA,3
3573,26,6,2,3,3,2002,5,NA,NA,5,2,5,2,2,NA,3
6243,31,4,NA,1,5,2002,4,1,NA,3,2,4,2,1,NA,4
12098,34,1,NA,1,2,2002,3,1,NA,1,4,3,2,3,NA,2
3489,33,1,3,2,1,2002,6,1,NA,1,1,6,1,1,NA,3
1469,17,6,2,3,2,2002,0,NA,3,5,1,NA,3,2,NA,4
12502,32,1,2,4,1,2002,1,1,NA,1,1,1,2,2,NA,4
8185,34,1,1,2,5,2002,1,1,NA,1,5,1,2,3,NA,3
12410,26,6,1,3,4,2002,0,NA,NA,5,3,NA,4,4,NA,4
2941,42,4,1,3,2,2002,20,1,NA,3,2,20,2,5,NA,3
440,23,1,1,4,3,2002,1,1,1,1,4,1,4,2,NA,2
6895,26,6,1,2,2,2002,3,NA,NA,5,2,3,2,3,NA,3
5449,34,6,1,3,1,2002,7,NA,NA,5,1,7,1,3,NA,4
5482,34,1,1,2,8,2002,1,1,NA,1,5,1,3,2,NA,2
2405,30,6,1,3,1,2002,3,NA,NA,5,1,3,4,4,NA,3
3713,23,6,NA,1,3,2002,10,NA,1,5,3,999,3,3,NA,3
1893,21,6,2,3,1,2002,5,NA,3,5,1,5,2,3,NA,4
9916,42,1,NA,1,1,2002,1,1,NA,1,2,1,1,4,NA,4
7204,30,1,2,2,2,2002,3,1,NA,1,2,3,2,2,NA,2
4515,31,1,1,3,4,2002,3,1,NA,1,3,3,4,4,NA,3
230,35,1,1,2,3,2002,3,1,NA,1,3,3,2,2,NA,1
6054,23,6,3,2,2,2002,3,NA,2,5,1,3,2,2,NA,3
6496,28,6,2,2,3,2002,3,NA,NA,5,3,3,2,2,NA,4
11101,26,2,3,4,2,2002,15,NA,NA,5,2,15,2,2,NA,4
10034,17,2,2,2,2,2002,2,NA,2,5,2,2,2,2,NA,3
12270,21,6,1,2,2,2002,1,NA,2,5,2,1,2,3,NA,3
11550,35,6,NA,1,2,2002,5,NA,NA,5,2,5,2,2,NA,3
9202,23,1,2,2,4,2002,2,2,5,1,3,2,3,2,NA,1
10451,33,6,1,3,3,2002,3,NA,NA,5,3,3,4,3,NA,2
8043,23,6,2,2,2,2002,15,NA,5,5,2,15,2,3,NA,4
